Crypto,Date,Open,High,Low,Close
BTC,4/17/22,40356,40712,39927,40295
BTC,4/16/22,40404,40657,40044,40356
BTC,4/15/22,39896,40727,39807,40409
BTC,4/14/22,41245,41476,39626,39896
BTC,4/13/22,39536,41499,39498,41245
BTC,04/12/2022,39850,40641,39301,39536
BTC,04/11/2022,43147,43242,39629,39850
BTC,04/10/2022,42459,43398,42430,43154
BTC,04/09/2022,42808,42859,42138,42459
BTC,04/08/2022,43573,43962,42557,42750
BTC,04/07/2022,43905,44002,42784,43573
BTC,04/06/2022,45707,46042,43343,43898
BTC,04/05/2022,46304,47158,45593,45707
BTC,04/04/2022,46391,47367,45174,46304
BTC,04/03/2022,46208,46766,45580,46391
BTC,04/02/2022,46175,47183,45681,46208
BTC,04/01/2022,45760,46696,44310,46175
BTC,3/31/22,47232,47573,45542,45760
BTC,3/30/22,47470,47705,46645,47232
BTC,3/29/22,47944,48103,47002,47406
BTC,3/28/22,46105,48174,45912,47944
BTC,3/27/22,44608,46402,44289,46073
BTC,3/26/22,44600,44801,44131,44608
BTC,3/25/22,43914,45097,43641,44564
BTC,3/24/22,42350,44215,42276,43914
BTC,3/23/22,42611,42863,41809,42350
BTC,3/22/22,41186,43253,40915,42611
BTC,3/21/22,41308,41514,40550,41186
BTC,3/20/22,42256,42366,40966,41308
BTC,3/19/22,41849,42374,41564,42256
BTC,3/18/22,40723,42296,40228,41849
BTC,3/17/22,41252,41444,40612,40717
BTC,3/16/22,39452,41649,38980,41252
BTC,3/15/22,38737,39864,38184,39416
BTC,3/14/22,38692,39275,37624,38737
BTC,3/13/22,39103,39237,38424,38677
BTC,03/12/2022,38864,39364,38713,39103
BTC,03/11/2022,39330,40189,38261,38869
BTC,03/10/2022,41910,42123,38770,39302
BTC,03/09/2022,38545,42552,38515,41910
BTC,03/08/2022,37873,39372,37823,38545
BTC,03/07/2022,38994,39534,37187,37873
BTC,03/06/2022,39378,39660,38144,38994
BTC,03/05/2022,39410,39583,38641,39396
BTC,03/04/2022,42117,42659,39106,39410
BTC,03/03/2022,43950,44224,41848,42127
BTC,03/02/2022,43899,45309,43372,43950
BTC,03/01/2022,41650,44957,41650,43870
BTC,2/28/22,37440,41928,37428,41650
BTC,2/27/22,39479,39834,37063,37461
BTC,2/26/22,38992,40081,38661,39479
BTC,2/25/22,38396,39681,37801,39009
BTC,2/24/22,37521,39136,34413,38396
BTC,2/23/22,37913,39214,37441,37571
BTC,2/22/22,37018,38269,36420,37913
BTC,2/21/22,38249,39464,37193,37193
BTC,2/20/22,39936,40152,38037,38249
BTC,2/19/22,39996,40467,39690,39936
BTC,2/18/22,40708,40964,39622,39996
BTC,2/17/22,44091,44181,40128,40708
BTC,2/16/22,44007,44741,43415,44091
BTC,2/15/22,42257,44512,42243,44007
BTC,2/14/22,42259,42843,41646,42257
BTC,2/13/22,41910,42743,41889,42259
BTC,02/12/2022,42561,43025,41816,41910
BTC,02/11/2022,43753,44113,42253,42561
BTC,02/10/2022,44502,45758,43350,43753
BTC,02/09/2022,44264,44837,43202,44502
BTC,02/08/2022,44050,45403,42727,44264
BTC,02/07/2022,41693,44495,41609,44050
BTC,02/06/2022,41670,42094,41229,41693
BTC,02/05/2022,40647,41919,40410,41718
BTC,02/04/2022,36967,40890,36833,40647
BTC,02/03/2022,36877,37220,36279,36964
BTC,02/02/2022,38741,38900,36686,36877
BTC,02/01/2022,38444,39261,38051,38741
BTC,1/31/22,37747,38728,36703,38444
BTC,1/30/22,38437,38437,37411,37747
BTC,1/29/22,37818,38673,37362,38437
BTC,1/28/22,36223,38009,35934,37818
BTC,1/27/22,36371,37168,35551,36223
BTC,1/26/22,36632,38874,36371,36371
BTC,1/25/22,36851,37501,35741,36632
BTC,1/24/22,35379,37397,33070,36851
BTC,1/23/22,35461,36157,34694,35389
BTC,1/22/22,36701,37149,34163,35461
BTC,1/21/22,41391,41524,36208,36689
BTC,1/20/22,41733,43517,41389,41391
BTC,1/19/22,42401,42604,41200,41739
BTC,1/18/22,41741,42476,41319,42401
BTC,1/17/22,43011,43275,41632,41741
BTC,1/16/22,43332,43472,42622,43011
BTC,1/15/22,43329,43775,42620,43346
BTC,1/14/22,42826,43411,41865,43329
BTC,1/13/22,43815,44401,42354,42826
BTC,     ,42686,44303,42498,43815
BTC,01/11/2022,41705,43109,41304,42686
BTC,01/10/2022,42314,42484,39712,41705
BTC,01/09/2022,41786,42771,41285,42334
BTC,01/08/2022,41884,42206,40614,41786
BTC,01/07/2022,43114,43233,40769,41908
BTC,01/06/2022,43658,43764,42529,43114
BTC,01/05/2022,46298,46851,43522,43658
BTC,01/04/2022,46055,47490,45586,46298
BTC,01/03/2022,47026,47544,45745,46055
